BUSINESS_DATE,HOTEL,ROOMS_AVAILABLE,ROOMS_SOLD,COMP_ROOMS,OCCUPANCY,ADR_EUR,REVENUE_EUR,DOMINANT_SEGMENT
2026-06-11,"Regnum Carya",530,457,3,86.23,398.23,180796.42,Leisure
2026-06-11,"Regnum The Crown",358,283,0,79.05,449.13,127103.79,Corporate
2026-06-12,"Regnum Carya",530,446,1,84.15,388.88,173051.6,Corporate
2026-06-12,"Regnum The Crown",358,284,1,79.33,459.96,130168.68,OTA
2026-06-13,"Regnum Carya",530,507,1,95.66,394.15,199439.9,FIT
2026-06-13,"Regnum The Crown",358,312,4,87.15,472.76,145610.08,OTA
2026-06-14,"Regnum Carya",530,484,3,91.32,384.05,184728.05,Leisure
2026-06-14,"Regnum The Crown",358,294,0,82.12,444.4,130653.6,FIT
2026-06-15,"Regnum Carya",530,438,3,82.64,388.08,168814.8,FIT
2026-06-15,"Regnum The Crown",358,259,2,72.35,449.66,115562.62,FIT
2026-06-16,"Regnum Carya",530,449,1,84.72,401.27,179768.96,FIT
2026-06-16,"Regnum The Crown",358,291,2,81.28,432.61,125024.29,OTA
2026-06-17,"Regnum Carya",530,467,1,88.11,391.15,182275.9,OTA
2026-06-17,"Regnum The Crown",358,293,0,81.84,444.69,130294.17,Leisure
2026-06-18,"Regnum Carya",530,475,3,89.62,402.73,190088.56,Group
2026-06-18,"Regnum The Crown",358,265,2,74.02,419.85,110420.55,FIT
2026-06-19,"Regnum Carya",530,445,0,83.96,390.96,173977.2,Group
2026-06-19,"Regnum The Crown",358,270,1,75.42,445.51,119842.19,FIT
2026-06-20,"Regnum Carya",530,501,2,94.53,411.73,205453.27,Corporate
2026-06-20,"Regnum The Crown",358,285,1,79.61,453.28,128731.52,Corporate
2026-06-21,"Regnum Carya",530,511,3,96.42,411.43,209006.44,FIT
2026-06-21,"Regnum The Crown",358,304,4,84.92,461.12,138336,FIT
2026-06-22,"Regnum Carya",530,478,2,90.19,401.33,191033.08,FIT
2026-06-22,"Regnum The Crown",358,256,1,71.51,420.32,107181.6,FIT
2026-06-23,"Regnum Carya",530,483,4,91.13,386.35,185061.65,FIT
2026-06-23,"Regnum The Crown",358,266,1,74.3,441.84,117087.6,Leisure
2026-06-24,"Regnum Carya",530,425,4,80.19,395.89,166669.69,OTA
2026-06-24,"Regnum The Crown",358,254,2,70.95,426.3,107427.6,Corporate
2026-06-25,"Regnum Carya",530,443,3,83.58,395.2,173888,Leisure
2026-06-25,"Regnum The Crown",358,269,3,75.14,444.79,118314.14,OTA
2026-06-26,"Regnum Carya",530,444,2,83.77,376.33,166337.86,Group
2026-06-26,"Regnum The Crown",358,283,0,79.05,441.12,124836.96,FIT
2026-06-27,"Regnum Carya",530,471,4,88.87,401.14,187332.38,OTA
2026-06-27,"Regnum The Crown",358,274,1,76.54,423.5,115615.5,Leisure
2026-06-28,"Regnum Carya",530,491,3,92.64,401.81,196083.28,Group
2026-06-28,"Regnum The Crown",358,287,3,80.17,437.9,124363.6,Group
2026-06-29,"Regnum Carya",530,418,3,78.87,377.24,156554.6,Leisure
2026-06-29,"Regnum The Crown",358,276,3,77.09,440.96,120382.08,FIT
2026-06-30,"Regnum Carya",530,455,3,85.85,377.94,170828.88,Leisure
2026-06-30,"Regnum The Crown",358,248,4,69.27,428.4,104529.6,Leisure
2026-07-01,"Regnum Carya",530,457,1,86.23,374.74,170881.44,OTA
2026-07-01,"Regnum The Crown",358,252,3,70.39,430.86,107284.14,OTA
2026-07-02,"Regnum Carya",530,436,1,82.26,396.83,172621.05,FIT
2026-07-02,"Regnum The Crown",358,248,2,69.27,444.15,109260.9,OTA
2026-07-03,"Regnum Carya",530,474,2,89.43,398.27,187983.44,Corporate
2026-07-03,"Regnum The Crown",358,258,1,72.07,443.13,113884.41,Leisure
2026-07-04,"Regnum Carya",530,474,3,89.43,386.27,181933.17,Group
2026-07-04,"Regnum The Crown",358,282,3,78.77,457.19,127556.01,Leisure
2026-07-05,"Regnum Carya",530,463,2,87.36,403.54,186031.94,FIT
2026-07-05,"Regnum The Crown",358,277,3,77.37,431.03,118102.22,FIT
2026-07-06,"Regnum Carya",530,446,4,84.15,388.76,171831.92,FIT
2026-07-06,"Regnum The Crown",358,233,2,65.08,426.07,98422.17,Leisure
2026-07-07,"Regnum Carya",530,427,2,80.57,390.65,166026.25,OTA
2026-07-07,"Regnum The Crown",358,267,2,74.58,442.49,117259.85,OTA
2026-07-08,"Regnum Carya",530,433,3,81.7,396.76,170606.8,Group
2026-07-08,"Regnum The Crown",358,249,2,69.55,419.45,103604.15,Leisure
2026-07-09,"Regnum Carya",530,453,1,85.47,388.04,175394.08,Leisure
2026-07-09,"Regnum The Crown",358,226,2,63.13,427.57,95775.68,FIT
2026-07-10,"Regnum Carya",530,426,2,80.38,368.83,156383.92,OTA
2026-07-10,"Regnum The Crown",358,242,3,67.6,427.78,102239.42,FIT
2026-07-11,"Regnum Carya",530,450,2,84.91,380.01,170244.48,OTA
2026-07-11,"Regnum The Crown",358,262,2,73.18,441.18,114706.8,FIT
2026-07-12,"Regnum Carya",530,465,3,87.74,381.14,176086.68,OTA
2026-07-12,"Regnum The Crown",358,245,1,68.44,441.27,107669.88,FIT
2026-07-13,"Regnum Carya",530,426,3,80.38,369.5,156298.5,FIT
2026-07-13,"Regnum The Crown",358,226,2,63.13,406.86,91136.64,Corporate
2026-07-14,"Regnum Carya",530,413,4,77.92,381.91,156201.19,OTA
2026-07-14,"Regnum The Crown",358,250,0,69.83,444.88,111220,Leisure
2026-07-15,"Regnum Carya",530,404,2,76.23,383.12,154014.24,FIT
2026-07-15,"Regnum The Crown",358,216,2,60.34,427.99,91589.86,Corporate
2026-07-16,"Regnum Carya",530,417,1,78.68,388.6,161657.6,Leisure
2026-07-16,"Regnum The Crown",358,227,3,63.41,417.1,93430.4,Leisure
2026-07-17,"Regnum Carya",530,451,2,85.09,379.88,170566.12,Group
2026-07-17,"Regnum The Crown",358,247,1,68.99,440.24,108299.04,OTA
2026-07-18,"Regnum Carya",530,450,0,84.91,373.06,167877,OTA
2026-07-18,"Regnum The Crown",358,241,2,67.32,409.03,97758.17,FIT
2026-07-19,"Regnum Carya",530,438,0,82.64,371.07,162528.66,Corporate
2026-07-19,"Regnum The Crown",358,267,1,74.58,444.14,118141.24,Leisure
2026-07-20,"Regnum Carya",530,397,3,74.91,367.72,144881.68,Group
2026-07-20,"Regnum The Crown",358,210,2,58.66,401.11,83430.88,OTA
2026-07-21,"Regnum Carya",530,443,0,83.58,390.12,172823.16,Corporate
2026-07-21,"Regnum The Crown",358,209,1,58.38,424,88192,OTA
2026-07-22,"Regnum Carya",530,424,1,80,394.5,166873.5,FIT
2026-07-22,"Regnum The Crown",358,239,2,66.76,435.99,103329.63,Group
2026-07-23,"Regnum Carya",530,390,3,73.58,367.88,142369.56,Leisure
2026-07-23,"Regnum The Crown",358,223,2,62.29,404.88,89478.48,Group
2026-07-24,"Regnum Carya",530,424,1,80,389.23,164644.29,Leisure
2026-07-24,"Regnum The Crown",358,204,3,56.98,407.38,81883.38,OTA
2026-07-25,"Regnum Carya",530,418,0,78.87,370.29,154781.22,Group
2026-07-25,"Regnum The Crown",358,238,2,66.48,426.04,100545.44,FIT
2026-07-26,"Regnum Carya",530,420,4,79.25,382.86,159269.76,Leisure
2026-07-26,"Regnum The Crown",358,237,3,66.2,423.33,99059.22,Leisure
2026-07-27,"Regnum Carya",530,390,3,73.58,381.75,147737.25,FIT
2026-07-27,"Regnum The Crown",358,229,2,63.97,417.8,94840.6,OTA
2026-07-28,"Regnum Carya",530,393,1,74.15,363.6,142531.2,OTA
2026-07-28,"Regnum The Crown",358,228,3,63.69,421.99,94947.75,Group
2026-07-29,"Regnum Carya",530,395,3,74.53,389.99,152876.08,FIT
2026-07-29,"Regnum The Crown",358,217,2,60.61,424.68,91306.2,Corporate
2026-07-30,"Regnum Carya",530,431,2,81.32,397.5,170527.5,FIT
2026-07-30,"Regnum The Crown",358,220,4,61.45,400.28,86460.48,OTA
2026-07-31,"Regnum Carya",530,380,2,71.7,383.37,144913.86,OTA
2026-07-31,"Regnum The Crown",358,230,3,64.25,419.84,95303.68,Corporate
2026-08-01,"Regnum Carya",530,459,4,86.6,375.97,171066.35,Group
2026-08-01,"Regnum The Crown",358,233,4,65.08,432.42,99024.18,Group
2026-08-02,"Regnum Carya",530,431,0,81.32,382.18,164719.58,Leisure
2026-08-02,"Regnum The Crown",358,237,0,66.2,435.21,103144.77,Group
2026-08-03,"Regnum Carya",530,391,1,73.77,382.06,149003.4,FIT
2026-08-03,"Regnum The Crown",358,189,3,52.79,399.36,74280.96,Group
2026-08-04,"Regnum Carya",530,404,4,76.23,373.82,149528,OTA
2026-08-04,"Regnum The Crown",358,203,0,56.7,411.59,83552.77,FIT
2026-08-05,"Regnum Carya",530,369,4,69.62,374.8,136802,Group
2026-08-05,"Regnum The Crown",358,206,1,57.54,405.86,83201.3,OTA
2026-08-06,"Regnum Carya",530,397,1,74.91,361.48,143146.08,Group
2026-08-06,"Regnum The Crown",358,187,2,52.23,402.55,74471.75,OTA
2026-08-07,"Regnum Carya",530,401,2,75.66,373.29,148942.71,Group
2026-08-07,"Regnum The Crown",358,180,1,50.28,399.52,71514.08,OTA
2026-08-08,"Regnum Carya",530,414,4,78.11,367.59,150711.9,Corporate
2026-08-08,"Regnum The Crown",358,208,0,58.1,408.6,84988.8,Corporate
2026-08-09,"Regnum Carya",530,446,2,84.15,376.97,167374.68,Leisure
2026-08-09,"Regnum The Crown",358,231,3,64.53,416.93,95060.04,Leisure
2026-08-10,"Regnum Carya",530,391,4,73.77,373.78,144652.86,Corporate
2026-08-10,"Regnum The Crown",358,209,4,58.38,426.19,87368.95,FIT
2026-08-11,"Regnum Carya",530,372,3,70.19,382.27,141057.63,OTA
2026-08-11,"Regnum The Crown",358,198,1,55.31,400.32,78863.04,Group
2026-08-12,"Regnum Carya",530,369,1,69.62,357.59,131593.12,Leisure
2026-08-12,"Regnum The Crown",358,186,1,51.96,393.31,72762.35,OTA
2026-08-13,"Regnum Carya",530,352,4,66.42,352.37,122624.76,OTA
2026-08-13,"Regnum The Crown",358,172,3,48.04,411.44,69533.36,OTA
2026-08-14,"Regnum Carya",530,391,3,73.77,381.26,147928.88,FIT
2026-08-14,"Regnum The Crown",358,198,1,55.31,418.2,82385.4,FIT
2026-08-15,"Regnum Carya",530,413,2,77.92,369.84,152004.24,FIT
2026-08-15,"Regnum The Crown",358,223,3,62.29,419.77,92349.4,Group
2026-08-16,"Regnum Carya",530,391,3,73.77,381.06,147851.28,Leisure
2026-08-16,"Regnum The Crown",358,204,4,56.98,413.22,82644,Leisure
2026-08-17,"Regnum Carya",530,389,3,73.4,384.57,148444.02,Corporate
2026-08-17,"Regnum The Crown",358,164,0,45.81,384.38,63038.32,OTA
2026-08-18,"Regnum Carya",530,345,2,65.09,375.37,128751.91,Leisure
2026-08-18,"Regnum The Crown",358,172,3,48.04,390.54,66001.26,OTA
2026-08-19,"Regnum Carya",530,353,4,66.6,368.64,128655.36,OTA
2026-08-19,"Regnum The Crown",358,182,0,50.84,388.16,70645.12,Group
2026-08-20,"Regnum Carya",530,352,2,66.42,362.4,126840,Leisure
2026-08-20,"Regnum The Crown",358,168,4,46.93,399.83,65572.12,Group
2026-08-21,"Regnum Carya",530,386,3,72.83,376.67,144264.61,Leisure
2026-08-21,"Regnum The Crown",358,164,2,45.81,381.34,61777.08,FIT
2026-08-22,"Regnum Carya",530,368,2,69.43,365.2,133663.2,Corporate
2026-08-22,"Regnum The Crown",358,185,1,51.68,415.9,76525.6,Corporate
2026-08-23,"Regnum Carya",530,405,3,76.42,377.09,151590.18,Group
2026-08-23,"Regnum The Crown",358,187,3,52.23,409.33,75316.72,Group
2026-08-24,"Regnum Carya",530,352,4,66.42,375.97,130837.56,Group
2026-08-24,"Regnum The Crown",358,149,2,41.62,400.53,58877.91,OTA
2026-08-25,"Regnum Carya",530,370,3,69.81,358.82,131686.94,Corporate
2026-08-25,"Regnum The Crown",358,184,3,51.4,406.88,73645.28,Leisure
2026-08-26,"Regnum Carya",530,322,2,60.75,362.26,115923.2,OTA
2026-08-26,"Regnum The Crown",358,175,3,48.88,405.07,69672.04,Corporate
2026-08-27,"Regnum Carya",530,374,0,70.57,374.75,140156.5,Group
2026-08-27,"Regnum The Crown",358,174,2,48.6,381.93,65691.96,Corporate
2026-08-28,"Regnum Carya",530,369,1,69.62,354.62,130500.16,Group
2026-08-28,"Regnum The Crown",358,147,2,41.06,384.29,55722.05,Group
2026-08-29,"Regnum Carya",530,371,2,70,383.03,141338.07,OTA
2026-08-29,"Regnum The Crown",358,166,0,46.37,402.26,66775.16,FIT
2026-08-30,"Regnum Carya",530,364,1,68.68,368.07,133609.41,FIT
2026-08-30,"Regnum The Crown",358,161,0,44.97,380.97,61336.17,OTA
2026-08-31,"Regnum Carya",530,326,3,61.51,365.7,118121.1,Group
2026-08-31,"Regnum The Crown",358,176,1,49.16,404.85,70848.75,FIT
2026-09-01,"Regnum Carya",530,355,2,66.98,377.26,133172.78,FIT
2026-09-01,"Regnum The Crown",358,154,3,43.02,392.56,59276.56,Group
2026-09-02,"Regnum Carya",530,330,2,62.26,352.52,115626.56,Leisure
2026-09-02,"Regnum The Crown",358,173,2,48.32,390.15,66715.65,Group
2026-09-03,"Regnum Carya",530,335,1,63.21,371.43,124057.62,FIT
2026-09-03,"Regnum The Crown",358,173,0,48.32,385.66,66719.18,Corporate
2026-09-04,"Regnum Carya",530,300,4,56.6,340.21,100702.16,Leisure
2026-09-04,"Regnum The Crown",358,136,2,37.99,377.26,50552.84,OTA
2026-09-05,"Regnum Carya",530,359,2,67.74,377.18,134653.26,Group
2026-09-05,"Regnum The Crown",358,154,1,43.02,385,58905,Leisure
2026-09-06,"Regnum Carya",530,319,1,60.19,369.99,117656.82,OTA
2026-09-06,"Regnum The Crown",358,153,2,42.74,375.14,56646.14,Corporate
2026-09-07,"Regnum Carya",530,306,2,57.74,364.75,110884,Group
2026-09-07,"Regnum The Crown",358,150,1,41.9,374.26,55764.74,OTA
2026-09-08,"Regnum Carya",530,337,2,63.58,365.84,122556.4,Group
2026-09-08,"Regnum The Crown",358,135,4,37.71,383.27,50208.37,FIT
2026-09-09,"Regnum Carya",530,313,0,59.06,351.94,110157.22,OTA
2026-09-09,"Regnum The Crown",358,148,3,41.34,372.33,53987.85,FIT
2026-09-10,"Regnum Carya",530,320,1,60.38,362.48,115631.12,Corporate
2026-09-10,"Regnum The Crown",358,132,3,36.87,391.8,50542.2,Leisure
2026-09-11,"Regnum Carya",530,287,1,54.15,361.23,103311.78,OTA
2026-09-11,"Regnum The Crown",358,130,2,36.31,387.67,49621.76,OTA
2026-09-12,"Regnum Carya",530,360,2,67.92,358.24,128249.92,OTA
2026-09-12,"Regnum The Crown",358,145,1,40.5,394.82,56854.08,Leisure
2026-09-13,"Regnum Carya",530,308,1,58.11,345.02,105921.14,Corporate
2026-09-13,"Regnum The Crown",358,168,3,46.93,393.89,64991.85,OTA
2026-09-14,"Regnum Carya",530,320,1,60.38,364.52,116281.88,Group
2026-09-14,"Regnum The Crown",358,150,0,41.9,387.97,58195.5,FIT
2026-09-15,"Regnum Carya",530,327,3,61.7,360.37,116759.88,Group
2026-09-15,"Regnum The Crown",358,143,1,39.94,386.66,54905.72,FIT
2026-09-16,"Regnum Carya",530,262,0,49.43,333.26,87314.12,Leisure
2026-09-16,"Regnum The Crown",358,126,2,35.2,379.17,47017.08,Corporate
2026-09-17,"Regnum Carya",530,316,4,59.62,346.31,108048.72,Corporate
2026-09-17,"Regnum The Crown",358,136,0,37.99,393.14,53467.04,OTA
2026-09-18,"Regnum Carya",530,280,1,52.83,338.76,94514.04,Corporate
2026-09-18,"Regnum The Crown",358,114,4,31.84,374.93,41242.3,FIT
2026-09-19,"Regnum Carya",530,319,1,60.19,357.26,113608.68,OTA
2026-09-19,"Regnum The Crown",358,170,3,47.49,385.13,64316.71,Corporate
2026-09-20,"Regnum Carya",530,324,1,61.13,360.99,116599.77,Leisure
2026-09-20,"Regnum The Crown",358,141,1,39.39,375.25,52535,Group
2026-09-21,"Regnum Carya",530,280,1,52.83,345.57,96414.03,FIT
2026-09-21,"Regnum The Crown",358,134,1,37.43,366.41,48732.53,Leisure
2026-09-22,"Regnum Carya",530,291,2,54.91,356.17,102933.13,FIT
2026-09-22,"Regnum The Crown",358,111,3,31.01,379.78,41016.24,FIT
2026-09-23,"Regnum Carya",530,289,4,54.53,357.37,101850.45,Leisure
2026-09-23,"Regnum The Crown",358,119,0,33.24,382.16,45477.04,FIT
2026-09-24,"Regnum Carya",530,292,3,55.09,347.24,100352.36,Leisure
2026-09-24,"Regnum The Crown",358,115,4,32.12,363.23,40318.53,FIT
2026-09-25,"Regnum Carya",530,278,1,52.45,341.88,94700.76,OTA
2026-09-25,"Regnum The Crown",358,132,2,36.87,366.92,47699.6,Corporate
2026-09-26,"Regnum Carya",530,325,3,61.32,365.76,117774.72,FIT
2026-09-26,"Regnum The Crown",358,163,2,45.53,398.61,64176.21,OTA
2026-09-27,"Regnum Carya",530,300,1,56.6,352.77,105478.23,Corporate
2026-09-27,"Regnum The Crown",358,150,0,41.9,371.79,55768.5,Group
2026-09-28,"Regnum Carya",530,232,1,43.77,323.96,74834.76,Group
2026-09-28,"Regnum The Crown",358,116,3,32.4,380.73,43022.49,FIT
2026-09-29,"Regnum Carya",530,230,3,43.4,331.04,75146.08,Leisure
2026-09-29,"Regnum The Crown",358,136,2,37.99,385.17,51612.78,Leisure
2026-09-30,"Regnum Carya",530,260,2,49.06,341.32,88060.56,Corporate
2026-09-30,"Regnum The Crown",358,106,0,29.61,379.15,40189.9,FIT
2026-10-01,"Regnum Carya",530,229,0,43.21,324.24,74250.96,Corporate
2026-10-01,"Regnum The Crown",358,135,0,37.71,395.55,53399.25,Group
2026-10-02,"Regnum Carya",530,251,1,47.36,349.41,87352.5,OTA
2026-10-02,"Regnum The Crown",358,120,2,33.52,366.16,43206.88,Group
2026-10-03,"Regnum Carya",530,288,0,54.34,341.39,98320.32,Corporate
2026-10-03,"Regnum The Crown",358,142,3,39.66,392.15,54508.85,OTA
2026-10-04,"Regnum Carya",530,300,3,56.6,356.14,105773.58,Leisure
2026-10-04,"Regnum The Crown",358,139,3,38.83,390.78,53146.08,Group
2026-10-05,"Regnum Carya",530,245,1,46.23,327.8,79983.2,Group
2026-10-05,"Regnum The Crown",358,111,2,31.01,363.46,39617.14,Group
2026-10-06,"Regnum Carya",530,266,2,50.19,348.33,91959.12,Group
2026-10-06,"Regnum The Crown",358,115,4,32.12,381.52,42348.72,Corporate
2026-10-07,"Regnum Carya",530,223,0,42.08,343.46,76591.58,OTA
2026-10-07,"Regnum The Crown",358,120,0,33.52,360.37,43244.4,OTA
2026-10-08,"Regnum Carya",530,238,1,44.91,346.6,82144.2,Leisure
2026-10-08,"Regnum The Crown",358,108,1,30.17,381.02,40769.14,Corporate
2026-10-09,"Regnum Carya",530,266,2,50.19,337.85,89192.4,OTA
2026-10-09,"Regnum The Crown",358,128,2,35.75,387.99,48886.74,OTA
2026-10-10,"Regnum Carya",530,266,2,50.19,334.69,88358.16,Group
2026-10-10,"Regnum The Crown",358,149,3,41.62,392.17,57256.82,OTA
2026-10-11,"Regnum Carya",530,292,3,55.09,348.45,100702.05,OTA
2026-10-11,"Regnum The Crown",358,116,4,32.4,369.54,41388.48,Corporate
2026-10-12,"Regnum Carya",530,256,2,48.3,336.84,85557.36,Corporate
2026-10-12,"Regnum The Crown",358,130,1,36.31,382.81,49382.49,Leisure
2026-10-13,"Regnum Carya",530,247,3,46.6,343.13,83723.72,Corporate
2026-10-13,"Regnum The Crown",358,101,0,28.21,357.13,36070.13,OTA
2026-10-14,"Regnum Carya",530,211,4,39.81,335.72,69494.04,Group
2026-10-14,"Regnum The Crown",358,132,3,36.87,393.89,50811.81,OTA
2026-10-15,"Regnum Carya",530,245,2,46.23,331.69,80600.67,Corporate
2026-10-15,"Regnum The Crown",358,107,3,29.89,362.32,37681.28,Group
2026-10-16,"Regnum Carya",530,252,3,47.55,327.7,81597.3,Corporate
2026-10-16,"Regnum The Crown",358,101,3,28.21,362.47,35522.06,FIT
2026-10-17,"Regnum Carya",530,244,3,46.04,334.86,80701.26,FIT
2026-10-17,"Regnum The Crown",358,153,2,42.74,378.55,57161.05,Corporate
2026-10-18,"Regnum Carya",530,257,2,48.49,336.56,85822.8,FIT
2026-10-18,"Regnum The Crown",358,116,1,32.4,381.56,43879.4,Corporate
2026-10-19,"Regnum Carya",530,189,0,35.66,333.19,62972.91,Leisure
2026-10-19,"Regnum The Crown",358,102,0,28.49,369.58,37697.16,Leisure
2026-10-20,"Regnum Carya",530,196,3,36.98,329.05,63506.65,OTA
2026-10-20,"Regnum The Crown",358,102,3,28.49,363.73,36009.27,FIT
2026-10-21,"Regnum Carya",530,192,2,36.23,334.17,63492.3,FIT
2026-10-21,"Regnum The Crown",358,118,1,32.96,365.77,42795.09,FIT
2026-10-22,"Regnum Carya",530,217,3,40.94,338.39,72415.46,Corporate
2026-10-22,"Regnum The Crown",358,104,4,29.05,358.25,35825,Group
2026-10-23,"Regnum Carya",530,234,3,44.15,346.81,80113.11,FIT
2026-10-23,"Regnum The Crown",358,127,0,35.47,382.62,48592.74,Leisure
2026-10-24,"Regnum Carya",530,251,0,47.36,336.24,84396.24,OTA
2026-10-24,"Regnum The Crown",358,144,0,40.22,399.09,57468.96,Corporate
2026-10-25,"Regnum Carya",530,250,3,47.17,343.2,84770.4,Leisure
2026-10-25,"Regnum The Crown",358,125,3,34.92,365.99,44650.78,Group
2026-10-26,"Regnum Carya",530,225,2,42.45,332.56,74160.88,Group
2026-10-26,"Regnum The Crown",358,113,1,31.56,360.01,40321.12,FIT
2026-10-27,"Regnum Carya",530,211,3,39.81,328.73,68375.84,Group
2026-10-27,"Regnum The Crown",358,113,0,31.56,366.28,41389.64,Group
2026-10-28,"Regnum Carya",530,173,3,32.64,318.26,54104.2,OTA
2026-10-28,"Regnum The Crown",358,100,0,27.93,361.28,36128,Group
2026-10-29,"Regnum Carya",530,205,2,38.68,329.77,66943.31,FIT
2026-10-29,"Regnum The Crown",358,103,2,28.77,357.91,36148.91,FIT
2026-10-30,"Regnum Carya",530,198,2,37.36,329.61,64603.56,OTA
2026-10-30,"Regnum The Crown",358,110,2,30.73,371.46,40117.68,FIT
2026-10-31,"Regnum Carya",530,239,1,45.09,339.38,80772.44,Leisure
2026-10-31,"Regnum The Crown",358,115,2,32.12,380.27,42970.51,Group
2026-11-01,"Regnum Carya",530,231,0,43.58,333.75,77096.25,OTA
2026-11-01,"Regnum The Crown",358,115,3,32.12,377.07,42231.84,Leisure
2026-11-02,"Regnum Carya",530,194,2,36.6,328.15,63004.8,Leisure
2026-11-02,"Regnum The Crown",358,101,1,28.21,353.58,35358,OTA
2026-11-03,"Regnum Carya",530,184,2,34.72,311.66,56722.12,Leisure
2026-11-03,"Regnum The Crown",358,117,3,32.68,369.69,42144.66,Group
2026-11-04,"Regnum Carya",530,191,0,36.04,329.81,62993.71,Leisure
2026-11-04,"Regnum The Crown",358,112,2,31.28,378.04,41584.4,Leisure
2026-11-05,"Regnum Carya",530,158,1,29.81,329.84,51784.88,Corporate
2026-11-05,"Regnum The Crown",358,113,4,31.56,358.27,39051.43,Corporate
2026-11-06,"Regnum Carya",530,172,3,32.45,331.87,56086.03,Leisure
2026-11-06,"Regnum The Crown",358,100,3,27.93,380.05,36864.85,OTA
2026-11-07,"Regnum Carya",530,239,3,45.09,332.25,78411,FIT
2026-11-07,"Regnum The Crown",358,131,0,36.59,377.82,49494.42,FIT
2026-11-08,"Regnum Carya",530,230,3,43.4,328.03,74462.81,Group
2026-11-08,"Regnum The Crown",358,123,2,34.36,371.3,44927.3,Group
2026-11-09,"Regnum Carya",530,202,2,38.11,319.79,63958,FIT
2026-11-09,"Regnum The Crown",358,116,3,32.4,376.36,42528.68,Corporate
2026-11-10,"Regnum Carya",530,192,1,36.23,312.97,59777.27,Corporate
2026-11-10,"Regnum The Crown",358,102,4,28.49,368.43,36106.14,FIT
2026-11-11,"Regnum Carya",530,198,3,37.36,333.11,64956.45,FIT
2026-11-11,"Regnum The Crown",358,100,2,27.93,369.3,36191.4,Corporate
2026-11-12,"Regnum Carya",530,205,1,38.68,317.4,64749.6,Leisure
2026-11-12,"Regnum The Crown",358,100,2,27.93,358.44,35127.12,OTA
2026-11-13,"Regnum Carya",530,202,0,38.11,338.32,68340.64,OTA
2026-11-13,"Regnum The Crown",358,100,3,27.93,362.61,35173.17,Corporate
2026-11-14,"Regnum Carya",530,218,0,41.13,329.82,71900.76,Corporate
2026-11-14,"Regnum The Crown",358,125,4,34.92,387.59,46898.39,Corporate
2026-11-15,"Regnum Carya",530,221,3,41.7,325.43,70943.74,Leisure
2026-11-15,"Regnum The Crown",358,138,4,38.55,383.99,51454.66,Group
2026-11-16,"Regnum Carya",530,193,0,36.42,315.35,60862.55,Leisure
2026-11-16,"Regnum The Crown",358,130,2,36.31,377.32,48296.96,OTA
2026-11-17,"Regnum Carya",530,192,1,36.23,330.51,63127.41,OTA
2026-11-17,"Regnum The Crown",358,130,2,36.31,373.33,47786.24,Corporate
2026-11-18,"Regnum Carya",530,154,3,29.06,328.12,49546.12,OTA
2026-11-18,"Regnum The Crown",358,100,1,27.93,364.83,36118.17,Group
2026-11-19,"Regnum Carya",530,186,4,35.09,323.77,58926.14,OTA
2026-11-19,"Regnum The Crown",358,126,1,35.2,364.05,45506.25,Leisure
2026-11-20,"Regnum Carya",530,149,1,28.11,314.95,46612.6,OTA
2026-11-20,"Regnum The Crown",358,101,4,28.21,367.1,35608.7,Corporate
2026-11-21,"Regnum Carya",530,212,2,40,339.62,71320.2,Corporate
2026-11-21,"Regnum The Crown",358,130,0,36.31,374.82,48726.6,OTA
2026-11-22,"Regnum Carya",530,197,3,37.17,330.79,64173.26,FIT
2026-11-22,"Regnum The Crown",358,123,3,34.36,370.06,44407.2,Group
2026-11-23,"Regnum Carya",530,168,3,31.7,329.21,54319.65,OTA
2026-11-23,"Regnum The Crown",358,112,1,31.28,378.55,42019.05,Leisure
2026-11-24,"Regnum Carya",530,192,4,36.23,328.69,61793.72,FIT
2026-11-24,"Regnum The Crown",358,123,3,34.36,372.23,44667.6,Corporate
2026-11-25,"Regnum Carya",530,149,3,28.11,310.78,45373.88,Corporate
2026-11-25,"Regnum The Crown",358,132,4,36.87,377.91,48372.48,Corporate
2026-11-26,"Regnum Carya",530,166,4,31.32,324.31,52538.22,OTA
2026-11-26,"Regnum The Crown",358,136,1,37.99,393.15,53075.25,Corporate
2026-11-27,"Regnum Carya",530,149,1,28.11,314.41,46532.68,OTA
2026-11-27,"Regnum The Crown",358,137,3,38.27,374.3,50156.2,Leisure
2026-11-28,"Regnum Carya",530,223,3,42.08,320.94,70606.8,Corporate
2026-11-28,"Regnum The Crown",358,132,0,36.87,378.89,50013.48,FIT
2026-11-29,"Regnum Carya",530,210,3,39.62,338.66,70102.62,Corporate
2026-11-29,"Regnum The Crown",358,145,2,40.5,381.13,54501.59,OTA
2026-11-30,"Regnum Carya",530,171,1,32.26,321.11,54588.7,Corporate
2026-11-30,"Regnum The Crown",358,116,1,32.4,360.15,41417.25,Corporate
2026-12-01,"Regnum Carya",530,182,4,34.34,311.9,55518.2,Leisure
2026-12-01,"Regnum The Crown",358,131,0,36.59,368.66,48294.46,FIT
2026-12-02,"Regnum Carya",530,149,2,28.11,315.75,46415.25,OTA
2026-12-02,"Regnum The Crown",358,122,4,34.08,380.83,44937.94,Corporate
2026-12-03,"Regnum Carya",530,148,2,27.92,320.73,46826.58,OTA
